X;CH1;CH2;Start;Increment
Sequence;Volt;Volt;-6,00E-06;1,00E-08
1148;2,00E-03;3,36E+00;;
1149;2,00E-03;3,36E+00;;
1150;2,00E-03;3,36E+00;;
1151;2,00E-03;3,36E+00;;
1152;0,00E+00;3,28E+00;;
1153;0,00E+00;3,28E+00;;
1154;-2,00E-03;3,20E+00;;
1155;-2,00E-03;3,20E+00;;
1156;2,00E-03;3,20E+00;;
1157;2,00E-03;3,20E+00;;
1158;0,00E+00;3,12E+00;;
1159;0,00E+00;3,12E+00;;
1160;-2,00E-03;3,04E+00;;
1161;-2,00E-03;3,04E+00;;
1162;2,00E-03;3,04E+00;;
1163;2,00E-03;3,04E+00;;
1164;4,00E-03;2,96E+00;;
1165;4,00E-03;2,96E+00;;
1166;6,00E-03;2,96E+00;;
1167;6,00E-03;2,96E+00;;
1168;6,00E-03;2,88E+00;;
1169;6,00E-03;2,88E+00;;
1170;2,00E-03;2,80E+00;;
1171;2,00E-03;2,80E+00;;
1172;2,00E-03;2,80E+00;;
1173;2,00E-03;2,80E+00;;
1174;6,00E-03;2,72E+00;;
1175;6,00E-03;2,72E+00;;
1176;4,00E-03;2,64E+00;;
1177;4,00E-03;2,64E+00;;
1178;2,00E-03;2,64E+00;;
1179;2,00E-03;2,64E+00;;
1180;4,00E-03;2,56E+00;;
1181;4,00E-03;2,56E+00;;
1182;4,00E-03;2,48E+00;;
1183;4,00E-03;2,48E+00;;
1184;2,00E-03;2,40E+00;;
1185;2,00E-03;2,40E+00;;
1186;6,00E-03;2,32E+00;;
1187;6,00E-03;2,32E+00;;
1188;6,00E-03;2,32E+00;;
1189;6,00E-03;2,32E+00;;
1190;4,00E-03;2,24E+00;;
1191;4,00E-03;2,24E+00;;
1192;6,00E-03;2,16E+00;;
1193;6,00E-03;2,16E+00;;
1194;8,00E-03;2,08E+00;;
1195;8,00E-03;2,08E+00;;
1196;6,00E-03;2,00E+00;;
1197;6,00E-03;2,00E+00;;
1198;6,00E-03;1,92E+00;;
1199;6,00E-03;1,92E+00;;
